,Animation Length,Torso Verticality Mean,Torso Verticality Std.,Instability,Root Energy,Hand Energy,Foot Energy,Head Energy
121_20,1779,0.5736087424,0.4062637824,0.2429174141,0.34784754300000004,0.34784754300000004,0.44428890060000004,0.12146379360000001
121_21,1355,0.46603269620000004,0.42458938970000004,0.2113352337,0.3829870757,0.3829870757,0.557772334,0.12441402230000001
121_22,692,0.9982673593,0.0012227728,0.12862688120000002,0.1155049228,0.1155049228,0.2497176372,0.0185388046
121_23,1187,0.9984931828,0.0009769429,0.10282187450000001,0.08979547900000001,0.08979547900000001,0.15473389,0.0139763757
121_24,786,0.9859124134,0.027024104400000002,0.1906708504,0.1051887548,0.1051887548,0.1584252583,0.0258389366
121_25,1266,0.9116768216000001,0.10042487700000001,0.1940711498,0.18002356500000002,0.18002356500000002,0.22531421840000002,0.0423718879
121_26,1430,0.9719703796,0.0157265228,0.1845123387,0.0837966854,0.0837966854,0.1834675633,0.0269280848
121_27,1225,0.9702764241,0.013719663600000001,0.1741705412,0.1123414073,0.1123414073,0.2253998764,0.0287898668
121_28,770,0.5536457865000001,0.5330159352,0.6215775731000001,0.26597335580000003,0.26597335580000003,0.4689689161,0.1169898801
121_29,1482,0.2037670074,0.7183788600000001,0.4484294196,0.6543217228,0.6543217228,0.8230991983,0.2050412731
121_30,1433,0.9653919702,0.056448927100000004,0.1568144471,0.21345595380000001,0.21345595380000001,0.3867065757,0.052588098400000005
121_31,979,0.9622669652,0.0693338936,1.1581972574,0.3923351503,0.3923351503,0.537902251,0.0762543963
121_32,723,0.9735365254,0.0183293447,3.045507437,0.0781430998,0.0781430998,0.2023192848,0.026032840300000002
121_33,896,0.6865553959,0.5102674995,1.5765169299,0.3261217309,0.3261217309,0.2363919001,0.1247689349
121_34,840,0.7673935221,0.5139208898000001,0.9649665613,0.2272294802,0.2272294802,0.2744708671,0.0938935649
121_35,695,0.6108536006,0.5778687029,1.6080967548,0.3170582165,0.3170582165,0.2590686774,0.1373536748
121_36,657,0.5865493459000001,0.5951125427,0.24090764750000002,0.3177879617,0.3177879617,0.2514840652,0.1405450332
122_01,633,0.9652223926000001,0.0550182647,1.9129363193,0.0691091717,0.0691091717,0.09772388950000001,0.0339632052
122_02,364,0.9800541343,0.0187033142,1.7302692372,0.055203916500000005,0.055203916500000005,0.0848364894,0.027413242100000002
122_03,669,0.9850288673,0.021827920400000003,1.7900565302,0.047490392000000006,0.047490392000000006,0.0740814957,0.023268403400000002
122_04,467,0.9350518512,0.0776483796,5.2437252882,0.1092004226,0.1092004226,0.12654170180000002,0.0448582973
122_05,486,0.9577447388,0.058722879900000004,2.1966491112,0.1126123826,0.1126123826,0.13116170300000002,0.0415838814
122_06,401,0.8911513241000001,0.11684172150000001,1.0770035821,0.1518454455,0.1518454455,0.1430473921,0.063961787
122_07,422,0.9882576775,0.0119096146,1.2925135683,0.046652409400000004,0.046652409400000004,0.06825107100000001,0.0223237085
122_08,462,0.9785705764,0.0286325222,1.0058467167,0.0732226768,0.0732226768,0.09613121890000001,0.0320039852
122_09,451,0.9895142057,0.0084636185,1.6762125589,0.0409090416,0.0409090416,0.0664484931,0.0194077798
122_10,479,0.9798604040000001,0.025737007500000002,1.1160949288,0.067335274,0.067335274,0.0941039192,0.028331476100000003
122_11,99,0.9404985421000001,0.0006871434,0.427174783,0.0211939052,0.0211939052,0.013349753300000001,0.0582972951
122_12,508,0.9545107338000001,0.055899125,1.6216941451,0.0754579756,0.0754579756,0.10058028050000001,0.0372080855
122_13,507,0.9583225544,0.062982459,2.2972689741,0.0788545867,0.0788545867,0.11696249900000001,0.0389484702
122_14,429,0.9879783842000001,0.014988250100000001,1.5781642345,0.0413045369,0.0413045369,0.0620201744,0.0188646137
122_15,522,0.9933193761,0.008954821200000001,1.0739921293,0.0413722658,0.0413722658,0.08184308180000001,0.019535053900000002
122_16,510,0.9569329147000001,0.0599673487,1.7441260608,0.0750899299,0.0750899299,0.0941332512,0.0361640675
122_17,524,0.9700993506000001,0.0486333055,1.5301263499000002,0.0766356337,0.0766356337,0.1096308003,0.0372807446
122_18,466,0.9941504018,0.0054652933,2.2242121442,0.0432965145,0.0432965145,0.06316515510000001,0.015612403700000001
122_19,509,0.9843132403,0.0199509174,3.5640022347,0.06089904,0.06089904,0.09918023050000001,0.026361582600000003
122_20,524,0.9854125100000001,0.0178403683,1.3299226169,0.0499047337,0.0499047337,0.0791473494,0.0217020698
122_21,519,0.9723997148,0.0472649078,2.6072462126,0.0756026283,0.0756026283,0.11413172340000001,0.0339655938
122_22,5371,0.9723664493,0.0699543957,1.145836975,0.1984345102,0.1984345102,0.120086755,0.027234702000000003
122_23,542,0.9886973154,0.0120899184,1.9165796398000001,0.040415762300000005,0.040415762300000005,0.0600217029,0.0177705316
122_24,532,0.9800471863,0.0288106832,2.514614978,0.057955870400000005,0.057955870400000005,0.1044137403,0.0261808845
122_25,541,0.9877677326000001,0.019562155300000002,1.9279491463,0.061386152000000006,0.061386152000000006,0.0891232589,0.0248570155
122_26,522,0.9717814529000001,0.0478640103,2.4355519692,0.0814722383,0.0814722383,0.1258230917,0.0362264157
122_27,983,0.9936135902000001,0.0054594198,1.2612916159,0.0644005549,0.0644005549,0.1402029277,0.016360701800000002
122_28,931,0.9919739203000001,0.0063795409,1.1837713059000001,0.0632678223,0.0632678223,0.15060854510000002,0.017776437500000002
122_29,947,0.9929861685,0.007220939500000001,1.317199384,0.0854401604,0.0854401604,0.15967144630000002,0.0180798849
122_30,1009,0.9917856005000001,0.0081718513,1.1685783951,0.0574275027,0.0574275027,0.15169379130000002,0.0178351778
122_31,935,0.9877543283,0.0124054303,1.1080658947,0.0653206751,0.0653206751,0.15682079170000002,0.0182167154
122_32,1041,0.9851733557000001,0.0164087163,1.1383258493,0.0572498279,0.0572498279,0.1380230222,0.016382354000000002
122_33,1291,0.9920870414,0.0051755646,1.1978392323,0.060837174300000005,0.060837174300000005,0.062265078,0.0158784788
122_34,967,0.9915252699,0.008984498700000001,1.1016471254,0.080109858,0.080109858,0.16096206770000002,0.0174585547
122_35,1048,0.9909946767000001,0.0087927545,1.1613382428,0.0585458746,0.0585458746,0.1489687573,0.0156289672
122_36,1062,0.9961661005,0.0029400303000000003,1.9932242862,0.1021554768,0.1021554768,0.1886416482,0.0225408995
122_37,958,0.99558089,0.0043088867,1.9906707494,0.1044893165,0.1044893165,0.2225720111,0.0238995496
122_38,1006,0.9933567106000001,0.005264726,2.0614723229,0.0974855838,0.0974855838,0.2104177746,0.0227524793
122_39,971,0.9957402003,0.0032394294,1.5617188722000002,0.0941824207,0.0941824207,0.2089663139,0.020632944400000002
122_40,530,0.9883943392000001,0.0239556075,1.470206846,0.0578794843,0.0578794843,0.0646566046,0.0225279023
122_41,470,0.9891879654000001,0.023190974700000002,1.4459546579,0.0523426991,0.0523426991,0.0722967753,0.0233294226
122_42,540,0.9676399734000001,0.0637171722,1.5326572332000001,0.0773893824,0.0773893824,0.1033097589,0.0346485688
122_43,597,0.9495519207,0.1126025876,1.3452656545,0.1831802902,0.1831802902,0.1400315838,0.0446981412
122_44,661,0.9884709493,0.0179490417,1.5641438036,0.052376224900000004,0.052376224900000004,0.0740878541,0.0199052563
122_45,495,0.9786263499000001,0.0495411383,2.0448101046,0.0892267182,0.0892267182,0.0924060859,0.0312679539
122_46,501,0.9621044883000001,0.0726677941,1.6132313198000001,0.1291334463,0.1291334463,0.1170004334,0.0427663728
122_47,622,0.9012987153,0.1448203414,1.8001571987,0.2014065337,0.2014065337,0.1796891009,0.0603656487
122_48,445,0.9927591982,0.0150836393,0.861894186,0.040708279,0.040708279,0.0609827999,0.019684387600000002
122_49,456,0.9832303941,0.0397622089,1.1881860334,0.040675017300000005,0.040675017300000005,0.1111786815,0.0289026119
122_50,528,0.9621520181000001,0.07623014360000001,2.3979122331,0.1732624669,0.1732624669,0.1959105672,0.0473643282
122_51,591,0.9935795586,0.0081253613,0.9409804818,0.061045033500000005,0.061045033500000005,0.0494048766,0.021473647300000002
122_52,508,0.9889351948,0.0237927395,0.7372854818,0.0674112786,0.0674112786,0.0749561946,0.027029438000000003
122_53,539,0.9734547735,0.0585561338,1.0964441661,0.135218674,0.135218674,0.095175887,0.0369597321
122_54,420,0.9928593898,0.013531999000000001,1.7369338264,0.1206911486,0.1206911486,0.08717124450000001,0.0299847933
122_55,736,0.9754326052000001,0.0337497614,1.9083751441999999,0.0549477344,0.0549477344,0.0691849243,0.022330592700000002
122_56,501,0.9861041894,0.0278510714,1.2552957987,0.116359797,0.116359797,0.0880207549,0.0346854717
122_57,409,0.9558973540000001,0.0827050252,2.0587361177,0.1909687254,0.1909687254,0.144604963,0.059071849100000004
122_58,364,0.9852126832,0.025797385200000002,1.5895307813000001,0.1639638192,0.1639638192,0.12066716990000001,0.0461649981
122_59,602,0.9866918025,0.0278586931,1.5231767223000001,0.124714557,0.124714557,0.0979332695,0.0359534029
122_60,406,0.9701952786,0.060861047300000005,1.8334673527,0.2468632229,0.2468632229,0.1585465148,0.0497631606
122_61,503,0.9621674488,0.033786777500000004,1.1336901385,0.16977729660000002,0.16977729660000002,0.1424020999,0.0495126929
122_62,474,0.9706218745,0.049710530700000005,1.8514985643,0.19710906120000002,0.19710906120000002,0.1642906567,0.0618734131
122_63,685,0.9640884048,0.0563907541,1.2252278394,0.0739800135,0.0739800135,0.08696781540000001,0.0330948254
122_64,578,0.9422958784000001,0.09405274870000001,2.554803448,0.23725304500000002,0.23725304500000002,0.1306340766,0.0659955567
122_65,401,0.9239451088,0.09053707180000001,1.476149152,0.278994493,0.278994493,0.1662532874,0.0850349948
122_66,672,0.9940059027,0.0040040233,1.083533475,0.0398552072,0.0398552072,0.044874982800000005,0.0150224577
122_67,675,0.9844291743,0.021891669000000002,1.5726602075,0.0495338551,0.0495338551,0.0656625499,0.0224843739
122_68,660,0.9731409621,0.0325841609,2.9994529393000002,0.0751329216,0.0751329216,0.1093931067,0.0333562063
123_01,715,0.9939027073000001,0.0051493245,3.8692215007,0.07591785470000001,0.07591785470000001,0.19709319890000002,0.019894233
123_02,759,0.9962197567000001,0.0037508465,3.6913811207,0.0779335458,0.0779335458,0.2143619182,0.0162133253
123_03,1853,0.9596311238,0.0657971884,4.2802552899,0.0728568342,0.0728568342,0.037195946300000005,0.0285970042
123_04,1669,0.8890865483,0.2031883421,4.0711834772,0.08348241070000001,0.08348241070000001,0.0409573218,0.041228992900000004
123_05,904,0.963570836,0.0470295471,2.2928216936,0.0759810186,0.0759810186,0.1700460621,0.025116128
123_06,835,0.9552210473,0.0688356304,4.1085175002,0.09322505290000001,0.09322505290000001,0.1712802303,0.034427168
123_07,1560,0.9687017845,0.056759145100000005,3.5393270212,0.0691892955,0.0691892955,0.0374852464,0.022506447500000002
123_08,854,0.9738887459000001,0.0448144796,4.6324255706,0.1037416595,0.1037416595,0.193899429,0.0336779724
123_09,840,0.9105892356,0.1780052393,5.9168658945,0.10650055110000001,0.10650055110000001,0.2133780528,0.0449220066
123_10,799,0.9050637171,0.19209297090000002,4.4344635503,0.1084184331,0.1084184331,0.2096377679,0.0466883848
123_11,627,0.9936562600000001,0.0065925595,4.3365075637,0.0559500018,0.0559500018,0.2076746251,0.0186412556
123_12,796,0.9918336925000001,0.0060468861,3.9621429503,0.0636279783,0.0636279783,0.2089047392,0.0193300066
123_13,673,0.9954814655,0.0038514485,3.8363739711,0.1032964524,0.1032964524,0.17845385160000002,0.0193461935
124_01,643,0.9236105536,0.1479515863,0.1913556493,0.2856239233,0.2856239233,0.2508801679,0.0559421583
124_02,1319,0.9362304958000001,0.08540142910000001,0.22580275190000001,0.2769781483,0.2769781483,0.21097192050000002,0.0568843287
124_03,961,0.9493785418,0.0621644074,0.139241041,0.2081018795,0.2081018795,0.1086204301,0.0393114423
124_04,726,0.7352021305,0.29935770230000003,0.077810375,0.2265119182,0.2265119182,0.0431417985,0.037968069800000004
124_05,789,0.915161858,0.1037840024,0.1283900218,0.2561534213,0.2561534213,0.1389768105,0.0543656931
124_06,694,0.9120126848000001,0.1397300034,0.2089246853,0.30595243980000003,0.30595243980000003,0.2672234086,0.06906056320000001
124_07,1297,0.9144201222,0.0478952323,0.0803015053,0.2786515163,0.2786515163,0.0779681641,0.038953278200000004
124_08,786,0.8545838596,0.1010247516,0.1590866279,0.2239430729,0.2239430729,0.07634959300000001,0.0455708482
124_09,2464,0.9367655448000001,0.061777276900000004,0.06574513700000001,0.1396972992,0.1396972992,0.037274933600000004,0.0278098111
124_10,249,0.9978539797,0.00036960030000000003,0.035837019500000004,0.0040940955000000005,0.0040940955000000005,0.0031027427,0.0013477830000000002
124_11,998,0.9185203897,0.12861470120000001,0.2491095053,0.1142246076,0.1142246076,0.186875008,0.059706733000000005
124_12,1485,0.9502213656,0.0738148894,0.11761650300000001,0.1794491419,0.1794491419,0.0379781072,0.0294868842
124_13,868,0.9011476681,0.13522516340000001,0.1325320201,0.311864862,0.311864862,0.1483344879,0.050654717200000005
125_01,4257,0.2934765352,0.2536829893,0.0574983899,0.2142101974,0.2142101974,0.2743025125,0.0471011682
125_02,4276,0.29209558350000003,0.2731587156,0.10063593500000001,0.1812864548,0.1812864548,0.2099566075,0.0428935542
125_03,4408,0.2537602405,0.30516782340000004,0.06352502160000001,0.24395612260000002,0.24395612260000002,0.2476290117,0.0515204705
125_04,4812,0.18568131000000002,0.3787788239,0.2366082185,0.1800378953,0.1800378953,0.1719517577,0.040688939800000004
125_05,2679,0.19357762450000002,0.40246740080000004,0.0685713379,0.2749321863,0.2749321863,0.1975416579,0.0516781761
125_06,4884,0.2356058239,0.241672771,0.08122516590000001,0.2625528206,0.2625528206,0.1435616105,0.0196667679
125_07,362,0.9729711195,0.0040553476,0.0375879097,0.0163672149,0.0163672149,0.011125430700000001,0.0125381478
126_01,2593,0.0804497564,0.0783335871,0.1765950667,0.2792111151,0.2792111151,0.3056086494,0.0209709293
126_02,1758,0.2257702164,0.0356359733,0.2046908335,0.32045172710000003,0.32045172710000003,0.3749461839,0.0331722411
126_03,2583,0.0556164762,0.1212609069,0.18336939060000002,0.212490897,0.212490897,0.2966828997,0.039890778
126_04,1657,-0.0037203706,0.027364264500000002,0.20501043870000002,0.1917557107,0.1917557107,0.31824407600000004,0.0161710972
126_05,1559,0.36372807560000003,0.1036674548,0.184079398,0.21287312590000002,0.21287312590000002,0.3569405954,0.0398212199
126_06,2507,0.239941183,0.119844553,0.10544071390000001,0.4163625908,0.4163625908,0.3264624089,0.0472541093
126_07,2516,0.13679175,0.1203659358,0.0887715807,0.4381787628,0.4381787628,0.3268567229,0.050434597500000004
126_08,1536,0.0500241364,0.1158890806,0.0770268346,0.38536839580000004,0.38536839580000004,0.4078551964,0.0433857966
126_09,1780,0.1011252389,0.1157313829,0.0976426833,0.3763923751,0.3763923751,0.3315304183,0.052119629
126_10,1253,0.0270362535,0.0751899818,0.15617528320000001,0.2887516389,0.2887516389,0.4387728839,0.0379489303
126_11,1829,-0.006705165700000001,0.0270772815,0.1121381525,0.3477196379,0.3477196379,0.35300915110000003,0.0262111293
126_12,2417,0.1421616853,0.074022394,0.0945990895,0.3022419782,0.3022419782,0.3685965303,0.0407336829
126_13,115,0.9926562708000001,0.0021041685,0.0467364435,0.0125113783,0.0125113783,0.0177803403,0.0047156403
126_14,6757,0.9601246301,0.0974195724,0.7262809592,0.2003098622,0.2003098622,0.0886950152,0.028055164
127_01,253,0.9987517916,0.00011329950000000001,0.2780539893,0.0041424974,0.0041424974,0.0033956522,0.0014759725
127_02,1760,0.9715744034,0.0613456501,0.0466815214,0.1197862876,0.1197862876,0.1397735191,0.0323602649
127_03,332,0.8797763479,0.11791974350000001,0.3768139763,0.25420396900000003,0.25420396900000003,0.3897903252,0.040764487
127_04,446,0.9238690188,0.08688310240000001,0.19540745180000002,0.20721747170000002,0.20721747170000002,0.3251132283,0.0296356911
127_05,387,0.9066540502,0.1077044179,0.3200722935,0.26629804500000004,0.26629804500000004,0.41535585150000004,0.0615282455
127_06,173,0.8415110435,0.0703457846,1.0802366281,0.4369860876,0.4369860876,0.8777506994000001,0.045862024800000005
127_07,145,0.8584421111,0.0741003226,1.1219696655,0.5157741326,0.5157741326,0.9566951084,0.0511420859
127_08,139,0.829319271,0.0695163575,1.0620567729000001,0.5364883568000001,0.5364883568000001,0.9802377041,0.0537552051
127_09,198,0.9199254865000001,0.0687084054,0.943966316,0.38157853740000003,0.38157853740000003,0.8641584727,0.042863653700000004
127_10,168,0.8903248126000001,0.0831083115,1.2872185495,0.4213418949,0.4213418949,0.9351005543,0.0559023902
127_11,200,0.9023016395000001,0.0598037492,0.7036899518,0.39969776900000004,0.39969776900000004,0.7989158635,0.055417923
127_12,177,0.892536097,0.0707603331,0.9565887167,0.3679988407,0.3679988407,0.8426976919,0.04864033
127_13,185,0.8812809597,0.0552863003,0.9231741161,0.3815438961,0.3815438961,0.8464939168000001,0.0710653665
127_14,151,0.8902914997,0.0388356957,0.8967157361,0.422472047,0.422472047,0.9278620176000001,0.0567162921
127_15,163,0.9132062064,0.0548161951,1.0147319318,0.3430551804,0.3430551804,0.8645948658,0.0741695154
127_16,258,0.9461338636000001,0.0638745678,0.6276141774,0.29341166490000004,0.29341166490000004,0.6828721160000001,0.045150955400000005
127_17,381,0.9408840763,0.08458205390000001,0.3900948314,0.23735605210000002,0.23735605210000002,0.389840927,0.0428047789
127_18,393,0.9310126806000001,0.08422264,0.45400172920000004,0.2755319566,0.2755319566,0.45301137480000003,0.043830764800000005
127_19,440,0.9260423507000001,0.07995505,0.43860305980000003,0.38106170380000004,0.38106170380000004,0.4158648541,0.0570874706
127_20,360,0.9223581867,0.0826681169,0.4486519269,0.3407594031,0.3407594031,0.48159493350000004,0.053668662400000004
127_21,355,0.9267307064,0.088033891,0.4405579318,0.4238757226,0.4238757226,0.5070456916,0.0553935206
127_22,359,0.9090011185,0.0902994942,0.38840847500000003,0.3831081311,0.3831081311,0.5237097382,0.056103477000000006
127_23,349,0.3623025042,0.5429623362,0.7508798792,0.48742299790000004,0.48742299790000004,0.6640325805,0.1937004296
127_24,339,0.3600092918,0.5365423207000001,0.6114832952,0.49361880820000004,0.49361880820000004,0.7002440601000001,0.17640649120000002
127_25,230,0.8596086343,0.0864723573,0.9366111923,0.5876586168,0.5876586168,0.6992362587000001,0.1047272093
127_26,246,0.8698150321,0.0910297706,0.8692357911,0.6804889829,0.6804889829,0.6718410676000001,0.0835206122
127_27,249,0.8821857412,0.08204950600000001,0.8733842534,0.5162011041,0.5162011041,0.6690505571,0.0768911781
127_28,217,0.8505823929,0.081735152,0.8926897847,0.5922417315,0.5922417315,0.6845304377,0.0801804244
127_29,209,0.4878538492,0.3292413809,3.7863430192000003,0.46038384330000004,0.46038384330000004,0.8596422524,0.1529451602
127_30,240,0.5468556338,0.39890142240000004,0.8776538177000001,0.2607107178,0.2607107178,0.7464818107000001,0.1480265862
127_31,513,0.5513273581,0.24806606050000002,0.42753480050000003,0.2109350473,0.2109350473,0.4402099897,0.0729323026
127_32,328,0.42469387070000003,0.3749595851,0.572524355,0.253302747,0.253302747,0.5644673939,0.09883737990000001
127_33,205,0.9108927441,0.0654960812,1.1436112011,0.4004381796,0.4004381796,0.8010429575,0.044329723
127_34,203,0.9029486776000001,0.09946477740000001,1.0359422944,0.3531653017,0.3531653017,0.7752884566,0.044870976900000005
127_35,240,0.9057182551,0.0703845518,0.7205223276,0.34632504080000004,0.34632504080000004,0.7104241716,0.048027804300000004
127_36,215,0.8992419366000001,0.0840605682,1.0508998642,0.3275752442,0.3275752442,0.7374887365,0.0536348854
127_37,342,0.4984840682,0.5304087318,0.7691064240000001,0.3165450168,0.3165450168,0.5896574083,0.1134041674
127_38,191,0.3146191205,0.4888309791,1.4270079770000001,0.4434521455,0.4434521455,0.9095918649,0.1833338469
128_01,325,0.9995677223,0.00018380770000000002,0.2438386234,0.0051965141,0.0051965141,0.0029520539,0.0016838852
128_02,167,0.9368263088000001,0.0351423759,1.9379569139,0.4087454532,0.4087454532,0.90086392,0.0400879041
128_03,164,0.9260056932,0.0244931717,2.1144931409,0.43721399200000005,0.43721399200000005,0.865408367,0.0497755103
128_04,136,0.669533115,0.24745749600000003,3.6008957318,0.4799430201,0.4799430201,0.9294427466,0.1594646291
128_05,209,0.9208798188,0.11101864060000001,1.8930148325,0.2437673401,0.2437673401,0.4634886629,0.0610773139
128_06,197,0.9142921891,0.11159043390000001,1.9368840362,0.2745892111,0.2745892111,0.4858288012,0.055006539300000004
128_07,346,0.9502982123,0.0953415118,1.4284808338000001,0.1841981181,0.1841981181,0.30600867600000003,0.0355766816
128_08,330,0.9585901789000001,0.0751983401,1.5135503761,0.12808411690000002,0.12808411690000002,0.227822093,0.0261923652
128_09,172,0.3552263487,0.4912273338,3.2426234207,0.6399309327,0.6399309327,0.8273919824,0.1846543876
128_10,427,0.37487577380000003,0.5291222976000001,0.7549902014000001,0.5488939431000001,0.5488939431000001,0.5547520726,0.1785643622
128_11,378,0.4567570328,0.5547630126,0.35789571540000004,0.5170463652,0.5170463652,0.6711231119000001,0.16293992370000002
13_01,2313,0.9586186119000001,0.052708420900000004,0.8453937411,0.065404089,0.065404089,0.08331211520000001,0.0251185601
13_02,3477,0.9563647134000001,0.0561842305,0.9729208866000001,0.0652586478,0.0652586478,0.08953786350000001,0.027318545000000003
13_03,3715,0.9657285664,0.043535387700000004,1.162818899,0.0608151252,0.0608151252,0.0746222854,0.0239828628
13_04,4759,0.8670703365,0.1775823798,1.4557283667,0.0842927196,0.0842927196,0.0951909558,0.0413347196
13_05,4403,0.8849735597,0.1295256783,1.0128378052,0.09241784010000001,0.09241784010000001,0.0930421625,0.0342190701
13_06,4413,0.8957183392,0.1229904165,1.3492215643,0.0865163568,0.0865163568,0.08950705290000001,0.036276592
13_07,1452,0.9996577293000001,0.00019767380000000002,0.5219726091,0.046387712500000004,0.046387712500000004,0.0261195387,0.0052210600000000005
13_08,1603,0.9994675285000001,0.0007817013,0.5450944576,0.050466146100000005,0.050466146100000005,0.011969811300000001,0.0081195663
13_09,1102,0.9986718522,0.0013176352,0.4658101643,0.054015146,0.054015146,0.0268951135,0.0132412677
13_10,2396,0.9935886219000001,0.0118196414,0.8666587216,0.1985124512,0.1985124512,0.1309298278,0.0284714769
13_11,415,0.9415054598,0.0978065198,1.5206582383,0.20789351960000002,0.20789351960000002,0.1583776326,0.0442293138
13_12,3434,0.9953141268000001,0.0073994064,0.8419785165,0.1148182947,0.1148182947,0.12719316660000002,0.0223011781
13_13,439,0.9063163854,0.1461034394,1.2490071608,0.2374458891,0.2374458891,0.1834794119,0.056701913900000005
13_14,2424,0.961400947,0.0499284404,1.1103946468,0.2841266394,0.2841266394,0.1776964983,0.0529747831
13_15,2382,0.9468595226000001,0.1325940112,1.3338504351,0.3101416984,0.3101416984,0.1687206437,0.055161129600000004
13_16,2275,0.9521030135,0.1086764645,1.0238935845,0.40564175560000004,0.40564175560000004,0.1590616702,0.0498073906
13_17,4840,0.9439947537000001,0.0475015009,1.7179579390000002,0.36615214,0.36615214,0.3144091277,0.0997848548
13_18,3000,0.9581617050000001,0.0409410139,1.3789981555,0.3540619444,0.3540619444,0.2140322855,0.0700261329
13_19,426,0.9052354736,0.1502040664,1.3424567627,0.27123172300000004,0.27123172300000004,0.1843998437,0.0633894073
13_20,5719,0.9366673708000001,0.1289941622,0.8035015601000001,0.2089507093,0.2089507093,0.0655520515,0.0360276354
13_21,5439,0.9648617338000001,0.0520463296,0.7074827097,0.1844750373,0.1844750373,0.0464728398,0.028028301000000002
13_22,4962,0.9706382978,0.046164123200000004,0.7123418399,0.1719080831,0.1719080831,0.0523173896,0.0244216332
13_23,4017,0.8087936029,0.08450131350000001,1.4478775267000001,0.1769090231,0.1769090231,0.0940175672,0.0383139791
13_24,4034,0.8880713116000001,0.0417043077,1.3439560545,0.1569067137,0.1569067137,0.12102877840000001,0.0346725129
13_25,4009,0.8603454344,0.077117973,1.3881833032,0.20062931720000002,0.20062931720000002,0.1423745741,0.0364875593
13_26,3028,0.9873599839,0.0109270255,0.9324337093,0.37610091830000003,0.37610091830000003,0.1109308542,0.0320545614
13_27,4169,0.9889859082,0.0112492206,0.9118342848000001,0.355600364,0.355600364,0.1041267126,0.027668343300000002
13_28,4121,0.9868944833000001,0.0104563834,1.0106542046,0.36591302610000004,0.36591302610000004,0.09874763410000001,0.0283513
13_29,4592,0.8995471137000001,0.20181222340000002,0.9232418183000001,0.3325732347,0.3325732347,0.1075619037,0.0441710129
13_30,2465,0.9575009674,0.0630518975,1.1125822546,0.2520528653,0.2520528653,0.1489990748,0.0335486659
13_31,3017,0.9270530016,0.209679249,0.9902900381,0.3528909353,0.3528909353,0.1104801297,0.041781919
13_32,336,0.9193251799000001,0.11521378800000001,1.718427492,0.2670866193,0.2670866193,0.1850261174,0.0517033842
13_33,1499,0.9168330723,0.0550758911,1.3914369151,0.0991708156,0.0991708156,0.10860523030000001,0.0233762248
13_34,1417,0.9221644102000001,0.06656229350000001,1.5651766782,0.1505792238,0.1505792238,0.118814788,0.0266677653
13_35,1201,0.9837265201000001,0.0133944727,1.0065477209,0.0848980404,0.0848980404,0.1601211652,0.0196189506
13_36,1379,0.9828526952000001,0.017394738400000002,1.0138828678,0.0827771437,0.0827771437,0.142439709,0.0221159545
13_37,1478,0.9822653496,0.0152584833,1.0178908524,0.1008435656,0.1008435656,0.13945724510000002,0.031318378
13_38,1244,0.9818298283,0.017363211700000002,1.0420860228,0.0895939937,0.0895939937,0.1538337717,0.021229424900000002
13_39,351,0.9272738987,0.054821107300000005,1.1764250251,0.19134235200000002,0.19134235200000002,0.1331702301,0.0346055224
13_40,319,0.9595531386,0.0342506715,1.1817014049,0.1068074979,0.1068074979,0.1339089553,0.0404735392
13_41,369,0.9334507153,0.099116325,1.3998147816,0.2666321852,0.2666321852,0.1552414623,0.0473427717
13_42,400,0.9172101054,0.1428031116,1.3311497963,0.2582543163,0.2582543163,0.154667986,0.0540140161
131_01,994,0.9643563798,0.0529768246,0.3889388435,0.21198187240000002,0.21198187240000002,0.30653543040000003,0.0431406374
131_02,1247,0.98119542,0.0154420496,0.25278699460000004,0.0985781181,0.0985781181,0.18486490400000002,0.0237595528
131_03,1102,0.9827064945,0.0183686235,0.2706416217,0.2101340521,0.2101340521,0.3274435894,0.0381200306
131_04,1086,0.981957158,0.0185579451,0.26596141630000003,0.2180758399,0.2180758399,0.3267082783,0.040921217100000004
131_05,1264,0.8786263391,0.2175740952,0.1777724553,0.14983838430000002,0.14983838430000002,0.23597461300000003,0.0441745558
131_06,1184,0.8434200074,0.2468927155,0.2094589956,0.15003647350000002,0.15003647350000002,0.2429431879,0.051059043900000003
131_07,691,0.9587077413,0.0629671361,0.44008358680000004,0.246242712,0.246242712,0.3674566185,0.051472320200000005
131_08,784,0.9589258748,0.0486613079,0.3559456851,0.2631242918,0.2631242918,0.4217812338,0.057344771600000004
131_09,2293,0.9771612821000001,0.02020191,1.5776628222,0.1498005268,0.1498005268,0.2008875101,0.0260933123
131_10,1777,0.9766013531000001,0.0174574641,2.0382866785,0.1999785738,0.1999785738,0.2431735804,0.027136985800000003
131_11,1168,0.9823578476,0.0202113387,0.16984678050000002,0.20929588600000001,0.20929588600000001,0.2713613275,0.0349220045
131_12,767,0.9733570453,0.023816209300000002,0.287941701,0.2050230728,0.2050230728,0.30422236550000004,0.047043885800000004
131_13,1316,0.9769609104,0.0227587735,0.3056757343,0.1980608795,0.1980608795,0.23431084200000002,0.0401664008
131_14,1932,0.9796497997,0.0176498403,0.1925389743,0.173415598,0.173415598,0.2291938405,0.0251123762
132_01,1413,0.9812955090000001,0.016664848700000002,0.09145540890000001,0.1085918034,0.1085918034,0.1128790462,0.0215595258
